outcome,simple_did_coef,simple_did_se,simple_did_pval,twfe_coef,twfe_se,twfe_pval
allcause_age_adj_rate,-31.453359483585302,12.083300237483684,0.009240015451177181,0.149447963480783,4.488505054517821,0.9734499783589654
allcause_crude_rate,-47.866454834964955,17.456756569004085,0.006106603997867765,-1.3602111785399165,5.36373580428306,0.7998971345492774
diabetes_age_adj_rate,-1.4980382848240597,0.7501687884127036,0.04583224805519086,-0.1568094101089924,0.3989783121050551,0.6944404901380934
diabetes_crude_rate,-2.080692153008699,0.9856776380480262,0.03477870785191397,-0.16074414503691425,0.46898581147521157,0.7319091928885137
diabetes_prevalence,-0.3142108510110652,0.3322198527540272,0.34425472970617044,0.09912803162119851,0.12964206105161863,0.44482610262718136
maternal_age_adj_rate,-0.13425623799243183,0.10619318363441535,0.20613522254120475,-0.021325168942089766,0.08952022537925695,0.8119141558958642
maternal_crude_rate,-0.11148044727919677,0.09225236184732313,0.2268822159523406,-0.0021153367954492054,0.07524638200564082,0.9775957854503972
